line,day,incident,min_delay
504,Wednesday,Operations,6
504,Wednesday,Operations,5
505,Wednesday,Operations,7
504,Wednesday,Operations,5
504,Wednesday,Collision - TTC Involved,5
505,Wednesday,Emergency Services,0
504,Wednesday,Operations,5
510,Wednesday,Cleaning - Unsanitary,10
505,Wednesday,Cleaning - Unsanitary,9
510,Wednesday,Cleaning - Unsanitary,4
506,Wednesday,Diversion,290
509,Wednesday,Operations,10
501,Wednesday,Utilized Off Route,5
504,Wednesday,Utilized Off Route,7
504,Wednesday,Operations,6
504,Wednesday,Held By,11
504,Wednesday,Operations,6
504,Wednesday,Operations,10
306,Wednesday,Mechanical,9
306,Wednesday,Cleaning - Unsanitary,8
NA,Wednesday,Utilized Off Route,10
306,Wednesday,Utilized Off Route,10
504,Wednesday,Utilized Off Route,7
501,Thursday,Emergency Services,5
501,Thursday,Operations,16
501,Thursday,Operations,7
501,Thursday,Security,30
501,Thursday,Operations,14
504,Thursday,Operations,5
504,Thursday,Operations,5
504,Thursday,Mechanical,4
501,Thursday,Operations,8
504,Thursday,Operations,5
510,Thursday,Operations,10
501,Thursday,Operations,8
501,Thursday,Collision - TTC Involved,35
501,Thursday,Operations,8
504,Thursday,Operations,5
501,Thursday,Operations,8
504,Thursday,Collision - TTC Involved,5
510,Thursday,Operations,9
510,Thursday,Operations,9
505,Thursday,Operations,8
511,Thursday,Operations,8
503,Thursday,Operations,10
504,Thursday,Operations,5
506,Thursday,Operations,6
506,Thursday,Operations,8
506,Thursday,Operations,8
504,Thursday,Operations,5
505,Thursday,Operations,8
505,Thursday,Emergency Services,26
501,Thursday,Cleaning - Unsanitary,8
505,Thursday,Emergency Services,40
505,Thursday,Operations,8
512,Thursday,Operations,6
501,Thursday,Operations,8
501,Thursday,Operations,8
510,Thursday,Operations,10
506,Thursday,Operations,8
510,Thursday,Operations,8
510,Thursday,Operations,10
506,Thursday,Operations,8
509,Thursday,Operations,8
511,Thursday,Operations,9
504,Thursday,Operations,5
512,Thursday,Operations,6
511,Thursday,Security,9
501,Thursday,Operations,8
511,Thursday,Operations,9
501,Thursday,Collision - TTC Involved,8
501,Thursday,Operations,8
504,Thursday,Operations,6
504,Thursday,Operations,5
504,Thursday,Operations,5
501,Thursday,Operations,10
501,Thursday,Mechanical,5
505,Thursday,Security,9
501,Thursday,Emergency Services,7
506,Thursday,Security,0
504,Thursday,Operations,6
505,Friday,Security,0
306,Friday,Security,8
504,Friday,Operations,6
504,Friday,Operations,4
509,Friday,Mechanical,10
501,Friday,Operations,19
504,Friday,Operations,4
501,Friday,Operations,14
510,Friday,Security,0
506,Friday,Cleaning - Unsanitary,8
504,Friday,Operations,7
504,Friday,Operations,5
504,Friday,Operations,5
504,Friday,Operations,5
504,Friday,Operations,4
501,Friday,Security,8
504,Friday,Operations,6
505,Friday,Security,0
512,Friday,Operations,7
505,Friday,Operations,8
511,Friday,Emergency Services,10
506,Friday,Operations,8
504,Friday,Operations,5
504,Friday,Utilized Off Route,5
505,Friday,Operations,4
501,Friday,Held By,8
504,Friday,Operations,5
512,Friday,Operations,6
510,Friday,Mechanical,14
501,Friday,Operations,8
506,Friday,Operations,7
506,Friday,Operations,8
512,Friday,Emergency Services,30
501,Friday,Mechanical,8
510,Friday,Emergency Services,12
501,Friday,Mechanical,20
506,Friday,Operations,8
512,Friday,Operations,6
501,Friday,Operations,8
504,Friday,Mechanical,5
506,Friday,Collision - TTC Involved,8
504,Friday,Operations,5
510,Friday,Operations,10
504,Friday,Operations,5
501,Friday,Operations,8
501,Friday,Operations,8
510,Friday,Operations,8
505,Friday,Operations,7
504,Friday,Operations,5
509,Friday,Security,29
505,Friday,Operations,9
504,Friday,Collision - TTC Involved,6
510,Friday,Emergency Services,10
510,Friday,Diversion,10
501,Friday,Operations,10
506,Friday,Emergency Services,0
504,Friday,Mechanical,8
504,Friday,Cleaning - Unsanitary,6
510,Friday,Cleaning - Unsanitary,9
505,Friday,Operations,8
504,Friday,Operations,6
511,Friday,Investigation,8
501,Friday,Utilized Off Route,7
501,Friday,Operations,8
501,Friday,Security,0
510,Friday,Overhead,107
504,Friday,Overhead,48
501,Friday,Operations,9
501,Saturday,Utilized Off Route,30
510,Saturday,Operations,7
501,Saturday,Emergency Services,30
304,Saturday,Diversion,52
501,Saturday,Mechanical,10
501,Saturday,Operations,9
501,Saturday,Operations,9
505,Saturday,Mechanical,8
510,Saturday,Security,10
501,Saturday,Mechanical,10
506,Saturday,Mechanical,9
510,Saturday,General Delay,10
512,Saturday,Mechanical,10
506,Saturday,General Delay,10
501,Saturday,Operations,8
504,Saturday,Operations,5
504,Saturday,Operations,5
506,Saturday,Mechanical,10
504,Saturday,Mechanical,5
506,Saturday,Mechanical,8
501,Saturday,Operations,9
504,Saturday,Mechanical,5
501,Saturday,Operations,8
501,Saturday,Operations,10
504,Saturday,Operations,7
506,Saturday,Operations,8
512,Saturday,Operations,10
501,Saturday,Operations,10
510,Saturday,Operations,2
501,Saturday,Operations,12
504,Saturday,Mechanical,5
501,Saturday,Operations,9
504,Saturday,Operations,5
504,Saturday,Operations,5
506,Saturday,Mechanical,6
501,Saturday,Collision - TTC Involved,8
504,Saturday,Operations,5
511,Saturday,Operations,7
504,Saturday,Utilized Off Route,5
504,Saturday,Operations,5
512,Saturday,Mechanical,5
512,Saturday,Mechanical,5
504,Saturday,Operations,5
504,Saturday,Operations,5
504,Saturday,Mechanical,5
504,Saturday,Operations,5
505,Saturday,Diversion,9
506,Saturday,Operations,6
506,Saturday,Operations,6
512,Saturday,Operations,5
505,Saturday,Operations,8
506,Saturday,Held By,20
510,Saturday,Cleaning - Unsanitary,5
505,Saturday,Mechanical,38
504,Saturday,Utilized Off Route,5
506,Saturday,Operations,8
501,Saturday,Mechanical,10
501,Saturday,Mechanical,10
512,Saturday,Mechanical,36
504,Saturday,Operations,5
504,Saturday,Operations,5
504,Saturday,Operations,5
504,Saturday,Operations,5
504,Saturday,Operations,5
505,Saturday,Operations,7
510,Saturday,Operations,5
510,Saturday,Operations,5
506,Saturday,General Delay,19
501,Saturday,Operations,10
501,Saturday,Utilized Off Route,8
504,Saturday,Operations,5
501,Saturday,Operations,9
504,Saturday,Operations,5
501,Saturday,Collision - TTC Involved,7
505,Saturday,Mechanical,7
506,Saturday,Emergency Services,0
504,Saturday,Diversion,27
510,Saturday,Operations,5
510,Saturday,Operations,5
510,Saturday,Operations,5
555,Saturday,Emergency Services,0
505,Saturday,Security,8
509,Saturday,Operations,9
511,Saturday,Security,24
506,Sunday,Emergency Services,30
504,Sunday,Operations,9
504,Sunday,Operations,5
506,Sunday,Mechanical,9
501,Sunday,Operations,9
RAD,Sunday,Mechanical,0
504,Sunday,Diversion,71
504,Sunday,Utilized Off Route,5
504,Sunday,Mechanical,5
506,Sunday,Emergency Services,15
504,Sunday,Operations,8
504,Sunday,Operations,5
505,Sunday,Emergency Services,30
504,Sunday,Operations,6
510,Sunday,Operations,5
504,Sunday,Mechanical,6
504,Sunday,Operations,5
504,Sunday,Mechanical,5
505,Sunday,Held By,115
501,Sunday,Operations,10
501,Sunday,Diversion,41
501,Sunday,Operations,9
505,Sunday,Security,8
504,Sunday,Utilized Off Route,5
506,Sunday,Overhead,9
510,Sunday,Cleaning - Unsanitary,7
504,Sunday,Operations,10
504,Sunday,Operations,8
505,Sunday,Security,8
505,Sunday,Emergency Services,0
509,Sunday,Cleaning - Unsanitary,10
505,Sunday,Cleaning - Unsanitary,10
506,Monday,Cleaning - Unsanitary,9
504,Monday,Operations,6
501,Monday,Operations,8
504,Monday,Operations,4
501,Monday,Operations,16
501,Monday,Operations,30
511,Monday,Diversion,30
301,Monday,Collision - TTC Involved,0
501,Monday,Operations,18
504,Monday,Operations,5
501,Monday,Mechanical,5
509,Monday,General Delay,60
509,Monday,Operations,5
504,Monday,Operations,5
510,Monday,Held By,9
503,Monday,Operations,9
505,Monday,Held By,5
504,Monday,Operations,2
504,Monday,Operations,2
504,Monday,Operations,5
510,Monday,Operations,5
504,Monday,General Delay,10
504,Monday,Operations,3
510,Monday,Held By,5
503,Monday,General Delay,10
506,Monday,General Delay,0
503,Monday,Operations,10
504,Monday,Operations,4
510,Monday,Diversion,230
510,Monday,Held By,0
501,Monday,General Delay,15
504,Monday,General Delay,10
505,Monday,Operations,10
503,Monday,Held By,10
504,Monday,Held By,46
503,Monday,Operations,6
506,Monday,General Delay,0
510,Monday,Overhead,0
505,Monday,Operations,0
509,Monday,General Delay,94
504,Monday,General Delay,10
501,Monday,Collision - TTC Involved,5
512,Monday,Mechanical,6
501,Monday,General Delay,98
504,Monday,General Delay,0
511,Monday,Operations,4
511,Monday,Operations,4
509,Monday,General Delay,10
511,Monday,Held By,7
510,Monday,Held By,7
999,Monday,Operations,0
501,Monday,General Delay,0
501,Monday,Held By,0
505,Monday,Operations,4
512,Monday,Collision - TTC Involved,0
512,Monday,General Delay,0
505,Monday,Late Entering Service,4
503,Monday,General Delay,0
509,Monday,Operations,85
511,Monday,Diversion,0
510,Monday,Operations,3
501,Monday,Mechanical,5
501,Monday,Held By,113
501,Monday,General Delay,331
501,Monday,Diversion,468
505,Monday,Collision - TTC Involved,157
505,Monday,Collision - TTC Involved,154
511,Monday,Operations,7
504,Monday,Operations,5
504,Monday,Operations,5
501,Monday,Security,8
501,Monday,Held By,74
505,Monday,Operations,4
510,Monday,General Delay,10
511,Monday,Investigation,7
505,Monday,Held By,0
504,Monday,General Delay,8
301,Monday,Utilized Off Route,5
506,Monday,Held By,9
506,Monday,Held By,9
301,Monday,General Delay,78
506,Monday,Operations,0
509,Monday,Security,10
505,Monday,Held By,41
301,Tuesday,Security,10
555,Tuesday,Security,0
306,Tuesday,Operations,9
510,Tuesday,Security,30
512,Tuesday,General Delay,11
512,Tuesday,General Delay,6
501,Tuesday,General Delay,0
512,Tuesday,General Delay,6
306,Tuesday,Collision - TTC Involved,0
506,Tuesday,Operations,7
506,Tuesday,Operations,4
501,Tuesday,Mechanical,5
506,Tuesday,Held By,9
501,Tuesday,Operations,8
501,Tuesday,General Delay,0
505,Tuesday,Operations,8
501,Tuesday,Collision - TTC Involved,42
504,Tuesday,Collision - TTC Involved,0
512,Tuesday,General Delay,11
512,Tuesday,General Delay,11
512,Tuesday,General Delay,7
501,Tuesday,Collision - TTC Involved,0
510,Tuesday,Operations,9
503,Tuesday,Operations,10
505,Tuesday,Operations,8
503,Tuesday,Operations,10
503,Tuesday,Operations,10
503,Tuesday,Operations,10
505,Tuesday,Held By,20
501,Tuesday,Security,5
505,Tuesday,Held By,8
503,Tuesday,Held By,48
503,Tuesday,Held By,48
505,Tuesday,Diversion,129
503,Tuesday,Operations,10
504,Tuesday,Operations,8
505,Tuesday,Operations,8
501,Tuesday,Collision - TTC Involved,120
506,Tuesday,Held By,0
512,Tuesday,Operations,6
505,Tuesday,Held By,20
503,Tuesday,Held By,50
501,Tuesday,Collision - TTC Involved,150
501,Tuesday,Held By,24
503,Tuesday,Held By,48
505,Tuesday,Held By,8
506,Tuesday,Operations,6
510,Tuesday,Operations,10
501,Tuesday,Held By,24
501,Tuesday,Held By,42
505,Tuesday,Held By,8
501,Tuesday,Mechanical,8
505,Tuesday,Collision - TTC Involved,8
506,Tuesday,Held By,22
509,Tuesday,Cleaning - Unsanitary,8
501,Tuesday,General Delay,58
501,Tuesday,Held By,22
509,Tuesday,Operations,8
506,Tuesday,Held By,55
511,Tuesday,Security,5
506,Tuesday,Operations,42
505,Tuesday,Held By,8
501,Tuesday,Held By,40
505,Tuesday,Held By,8
506,Tuesday,Held By,9
506,Tuesday,Diversion,93
505,Tuesday,Held By,8
501,Tuesday,Held By,71
509,Tuesday,Operations,9
510,Tuesday,Operations,10
505,Tuesday,Diversion,8
501,Tuesday,Utilized Off Route,5
501,Tuesday,Held By,30
506,Tuesday,Held By,50
506,Tuesday,Held By,0
510,Tuesday,Operations,10
504,Tuesday,Security,8
501,Tuesday,Held By,8
512,Tuesday,Emergency Services,0
505,Tuesday,Held By,7
501,Wednesday,Utilized Off Route,10
506,Wednesday,Operations,9
506,Wednesday,Operations,9
511,Wednesday,Operations,8
310,Wednesday,Security,19
504,Wednesday,Operations,10
501,Wednesday,General Delay,0
505,Wednesday,Held By,16
506,Wednesday,Operations,3
501,Wednesday,Operations,8
504,Wednesday,Operations,3
504,Wednesday,Operations,3
510,Wednesday,Operations,4
510,Wednesday,Operations,1
512,Wednesday,Operations,6
503,Wednesday,Held By,22
501,Wednesday,Held By,22
506,Wednesday,Operations,9
501,Wednesday,Operations,10
506,Wednesday,Mechanical,9
503,Wednesday,Operations,10
505,Wednesday,Operations,8
505,Wednesday,Operations,8
505,Wednesday,Investigation,14
509,Wednesday,Operations,8
506,Wednesday,Operations,8
512,Wednesday,Operations,6
501,Wednesday,Held By,10
505,Wednesday,Cleaning - Unsanitary,8
501,Wednesday,Operations,5
505,Wednesday,Operations,8
506,Wednesday,Operations,0
504,Wednesday,Operations,0
503,Wednesday,Held By,15
509,Wednesday,Operations,8
506,Wednesday,Operations,8
506,Wednesday,Operations,8
506,Wednesday,Operations,8
506,Wednesday,Operations,8
506,Wednesday,Operations,8
511,Wednesday,Operations,8
505,Wednesday,Operations,8
503,Wednesday,Overhead,10
505,Wednesday,Operations,8
504,Wednesday,Operations,5
501,Wednesday,Held By,33
505,Wednesday,Operations,4
503,Wednesday,Held By,17
501,Wednesday,Held By,19
506,Wednesday,Operations,7
510,Wednesday,Operations,9
501,Wednesday,Collision - TTC Involved,8
506,Wednesday,Operations,8
501,Wednesday,Operations,5
505,Wednesday,General Delay,20
501,Wednesday,Operations,8
501,Wednesday,Held By,9
505,Wednesday,Operations,8
501,Wednesday,Investigation,8
511,Wednesday,Operations,8
505,Wednesday,Operations,8
501,Wednesday,Held By,11
504,Wednesday,Operations,5
512,Wednesday,Operations,6
506,Wednesday,Operations,7
505,Wednesday,Held By,21
510,Wednesday,Operations,10
501,Wednesday,Operations,8
512,Wednesday,Operations,8
506,Wednesday,Operations,9
505,Wednesday,Operations,8
506,Wednesday,Operations,8
504,Wednesday,Operations,5
511,Wednesday,Operations,8
501,Wednesday,Security,8
504,Wednesday,Operations,4
504,Wednesday,Operations,5
512,Wednesday,Operations,8
501,Wednesday,Operations,8
505,Wednesday,Held By,22
504,Wednesday,Operations,5
505,Wednesday,Held By,232
504,Wednesday,Operations,5
504,Wednesday,Operations,5
504,Wednesday,Operations,5
510,Wednesday,Operations,10
505,Wednesday,Cleaning - Unsanitary,8
501,Wednesday,Operations,8
506,Wednesday,Operations,9
506,Wednesday,Utilized Off Route,9
501,Wednesday,Collision - TTC Involved,10
510,Wednesday,Operations,9
506,Wednesday,Operations,7
501,Wednesday,Emergency Services,10
506,Wednesday,Operations,9
501,Wednesday,Utilized Off Route,8
505,Wednesday,Held By,11
512,Wednesday,General Delay,5
506,Wednesday,Late Entering Service,9
501,Wednesday,Emergency Services,14
501,Wednesday,Held By,10
501,Wednesday,Held By,5
506,Thursday,Emergency Services,9
501,Thursday,Utilized Off Route,8
501,Thursday,Mechanical,15
501,Thursday,Mechanical,8
503,Thursday,Operations,9
505,Thursday,Held By,13
503,Thursday,Operations,10
504,Thursday,Operations,5
504,Thursday,Operations,4
509,Thursday,Operations,5
505,Thursday,Operations,8
503,Thursday,Operations,9
505,Thursday,General Delay,10
501,Thursday,Held By,47
510,Thursday,Operations,5
505,Thursday,General Delay,10
501,Thursday,Utilized Off Route,8
501,Thursday,Operations,8
505,Thursday,Held By,23
501,Thursday,Utilized Off Route,8
505,Thursday,General Delay,0
501,Thursday,Collision - TTC Involved,50
506,Thursday,Utilized Off Route,7
503,Thursday,Held By,41
505,Thursday,Held By,37
501,Thursday,Held By,13
501,Thursday,Held By,10
506,Thursday,Operations,9
501,Thursday,Mechanical,8
506,Thursday,Operations,4
501,Thursday,Held By,35
505,Thursday,Held By,7
512,Thursday,Operations,6
506,Thursday,Held By,28
505,Thursday,Held By,68
501,Thursday,Held By,25
511,Thursday,Operations,8
506,Thursday,Operations,7
501,Thursday,Held By,41
501,Thursday,Operations,8
504,Thursday,Operations,5
504,Thursday,Collision - TTC Involved,58
501,Thursday,Mechanical,8
506,Thursday,Held By,7
506,Thursday,Held By,110
512,Thursday,Operations,6
501,Thursday,Collision - TTC Involved,8
501,Thursday,Diversion,327
506,Thursday,Held By,8
510,Thursday,Operations,9
505,Thursday,Operations,4
504,Thursday,Mechanical,5
505,Thursday,Operations,8
504,Thursday,Operations,5
501,Thursday,Mechanical,8
506,Thursday,Operations,9
501,Thursday,Operations,8
501,Thursday,Operations,8
510,Thursday,Operations,10
505,Thursday,Held By,22
510,Thursday,General Delay,10
505,Thursday,Operations,8
505,Thursday,Operations,8
501,Thursday,Collision - TTC Involved,8
501,Thursday,Operations,8
506,Thursday,Security,0
510,Thursday,Operations,10
504,Thursday,Operations,5
505,Thursday,Operations,8
505,Thursday,Operations,8
504,Thursday,Operations,5
510,Thursday,Operations,9
506,Thursday,Operations,8
505,Thursday,Held By,33
506,Thursday,Held By,29
505,Thursday,Held By,14
506,Thursday,Utilized Off Route,9
501,Thursday,Utilized Off Route,5
505,Thursday,Held By,73
504,Thursday,Utilized Off Route,53
504,Thursday,Mechanical,6
506,Thursday,Operations,8
501,Thursday,Operations,5
501,Thursday,Held By,8
501,Thursday,Held By,10
504,Thursday,Mechanical,5
504,Thursday,Operations,6
506,Thursday,General Delay,16
504,Friday,Operations,10
501,Friday,Operations,8
504,Friday,Held By,4
512,Friday,Held By,10
504,Friday,Mechanical,10
503,Friday,Operations,9
503,Friday,Held By,7
506,Friday,Mechanical,8
506,Friday,Collision - TTC Involved,0
505,Friday,Diversion,70
504,Friday,Operations,5
506,Friday,Held By,6
504,Friday,Operations,9
505,Friday,Diversion,25
510,Friday,Operations,5
505,Friday,Diversion,45
505,Friday,General Delay,53
505,Friday,Operations,32
501,Friday,Held By,16
506,Friday,Operations,8
505,Friday,Held By,7
501,Friday,Mechanical,8
504,Friday,Utilized Off Route,5
504,Friday,Operations,6
501,Friday,Held By,18
503,Friday,Operations,10
506,Friday,Operations,8
505,Friday,Operations,8
RAD,Friday,Held By,18
501,Friday,Collision - TTC Involved,9
503,Friday,Security,0
506,Friday,Collision - TTC Involved,60
504,Friday,Collision - TTC Involved,112
506,Friday,Operations,8
505,Friday,Held By,41
505,Friday,Held By,23
505,Friday,Held By,8
506,Friday,Operations,8
501,Friday,Collision - TTC Involved,8
501,Friday,Operations,8
501,Friday,Operations,8
501,Friday,Operations,9
505,Friday,Operations,8
505,Friday,Operations,8
505,Friday,Operations,8
501,Friday,Operations,8
505,Friday,Operations,8
506,Friday,Operations,8
501,Friday,Operations,8
510,Friday,Security,10
501,Friday,Collision - TTC Involved,8
506,Friday,Operations,7
512,Friday,Operations,6
512,Friday,Operations,6
504,Friday,Operations,5
504,Friday,Emergency Services,24
512,Friday,Operations,8
510,Friday,Operations,8
504,Friday,Operations,5
504,Friday,Operations,5
501,Friday,Mechanical,8
501,Friday,Operations,8
505,Friday,Emergency Services,16
501,Friday,Held By,18
504,Friday,General Delay,6
504,Friday,General Delay,6
504,Friday,Operations,6
501,Friday,Mechanical,9
504,Friday,Held By,10
509,Friday,Mechanical,9
510,Friday,Mechanical,9
501,Friday,Mechanical,6
509,Friday,Mechanical,67
511,Friday,Diversion,35
504,Friday,Operations,6
501,Friday,Utilized Off Route,14
